channel,watch_time_minutes,stream_time_minutes,peak_viewers,average_viewers,followers,followers_gained,views_gained,partnered,mature,language,tier,engagement_rate,viewer_retention,growth_rate,watch_efficiency,views_per_follower,quality_score,is_mega,is_top_quartile
Rogue,159761910,121005,7289,1186,169330,147217,2431075,True,False,English,Elite,0.0070040748833638455,0.16271093428453834,1.2166191479690922,1320.291806123714,14.357024744581587,0.08863528329504076,0,0
easywithaces,159655155,107910,18686,1388,90359,35096,3279762,True,True,English,Elite,0.015360949103022388,0.07428020978272504,0.3252339912890372,1479.5214067278287,36.29701523921248,0.044583207786238116,0,0
BeyondTheSummit_PT2,159647175,104955,126254,796,178612,137968,4834852,True,False,Portuguese,Elite,0.004456587463328332,0.006304750740570596,1.3145443285217475,1521.101186222667,27.0690211184019,0.0045032716157149275,0,0
CarritosKami,159557775,104955,14634,1681,165439,67444,6694660,True,False,Spanish,Elite,0.01016084478266914,0.11486948202815361,0.6425992091848888,1520.2493925968272,40.466032797587026,0.06393361815639051,0,0
dizzy,159505395,49125,19262,2997,795869,122263,4572893,True,True,English,Large,0.0037656951081145263,0.15559131969681236,2.488814249363868,3246.9291603053434,5.745786052729783,0.08532555274686086,0,1
EAMaddenNFL,159449055,19995,57179,5697,241924,72319,5152605,True,False,English,Elite,0.023548717779137248,0.09963448119064691,3.6168542135533883,7974.446361590398,21.298444966187727,0.0679034164534379,0,0
TobiasFate,159172080,127740,4681,1233,701822,49134,5210466,True,False,English,Large,0.0017568557269507083,0.2634052552873318,0.38464067637388444,1246.062940347581,7.424198728452514,0.13789229827896052,0,1
PUBG,159140235,32865,35922,4647,733628,78929,4783744,True,False,English,Large,0.006334272955775952,0.12936362117922165,2.4016126578426897,4842.240529438613,6.520667150108775,0.07260805725744907,0,1
BananaSlamJamma,159071145,113595,5152,1263,170181,23267,2546439,True,True,English,Elite,0.007421510039311087,0.2451475155279503,0.20482415599278136,1400.3357982305558,14.963121617571879,0.1308642123227525,0,0
Dyrus,158999070,138300,11338,1123,1474090,111,3724340,True,True,English,Mega,0.0007618259400715017,0.09904745104956783,0.0008026030368763557,1149.6678958785249,2.5265350148227044,0.0495360538673375,1,1
Mushway,158995065,56820,9611,2638,310100,233686,3178181,True,False,French,Elite,0.008506933247339568,0.2744771615856831,4.112741992256248,2798.223600844773,10.248890680425669,0.15362576891673538,0,0
bazattak007,158951265,87330,11217,1630,391413,322355,4835861,True,False,Spanish,Elite,0.0041643992406997215,0.1453151466524026,3.6912286728501087,1820.1221229817932,12.354880905846255,0.08212480957286188,0,0
IFrostBolt,158035530,169260,6210,897,199618,106749,2723926,True,False,English,Elite,0.004493582743039205,0.14444444444444443,0.6306806097128678,933.6850407656859,13.645693274153633,0.07663801664987713,0,0
Kandyland,157882170,86745,9203,1748,405554,202294,11207571,True,True,English,Elite,0.004310153518397057,0.18993806367488864,2.3320537206755434,1820.0722808231021,27.63521257341809,0.10356340991748603,0,0
감블러 (9ambler),157852620,89715,11279,1692,144116,77889,3731059,True,False,Korean,Elite,0.011740542340892059,0.15001329905133434,0.8681825781641865,1759.4897174385553,25.88927669377446,0.0837848791884515,0,0
Sco,157847640,57690,15241,1790,375911,32463,10361325,True,False,English,Elite,0.004761765417878168,0.11744636178728429,0.5627145085803432,2736.1352054082163,27.56323970301481,0.06234161951376996,0,0
ProfessorBroman,157325925,154635,12676,955,732192,22714,3579571,True,True,English,Large,0.001304302696560465,0.07533922372988325,0.1468878326381479,1017.4017848481909,4.888841997727372,0.037491680659292446,0,1
Paoloidolo,156901800,125115,7659,1205,183900,57927,4585217,True,False,Italian,Elite,0.00655247417074497,0.15733124428776601,0.4629900491547776,1254.0606641889462,24.93320826536161,0.08426573606120324,0,0
1PVCS,156821940,53835,23081,2256,71596,31807,8056327,True,False,French,Elite,0.03151014023129784,0.09774273211732594,0.5908238135042259,2913.0108665366397,112.52481982233644,0.06592463566517279,0,0
강퀴 (kangqui),156544635,112755,10809,1400,57130,18133,3877756,True,False,Korean,Elite,0.024505513740591633,0.12952169488389306,0.16081770209746796,1388.360915258747,67.8760021004726,0.07838887799404297,0,0
AkTep,156236730,94545,6300,1541,222796,51862,4273193,True,True,Russian,Elite,0.006916641232338103,0.2446031746031746,0.5485430218414512,1652.5118197683644,19.17984613727356,0.1308951239412862,0,0
햇살살 (hatsalsal),156211005,119040,3915,1302,77861,25730,5576914,True,False,Korean,Elite,0.0167221073451407,0.3325670498084291,0.21614583333333334,1312.2564264112902,71.62653960262519,0.1821188442234881,0,0
PardonMyTake,156004485,25140,141406,6728,143916,143806,3300371,True,False,English,Elite,0.04674949275966536,0.04757931063745527,5.720206841686555,6205.428997613365,22.932620417465746,0.055994289195785855,0,0
Sweet_Anita,155731920,57600,21594,2690,972070,510063,7927278,True,True,English,Large,0.0027672904214717047,0.1245716402704455,8.855260416666667,2703.679166666667,8.155048504737314,0.07915972708389966,0,1
Draineo,155593140,124095,7777,1169,102225,65702,175788,True,False,English,Elite,0.011435558816336512,0.15031503150315031,0.5294492122970305,1253.8227970506466,1.7196184886280264,0.08321025656098863,0,0
Cerbero_Podcast,155187570,57120,19298,2647,179420,132867,4071398,True,False,Italian,Elite,0.014753093300635381,0.13716447300238366,2.3261029411764707,2716.8692226890757,22.691996432950617,0.08102015475108797,0,0
cellinrj,154982550,87945,7136,1711,245715,122045,3621969,True,True,Portuguese,Elite,0.0069633518507213644,0.2397701793721973,1.387742338961851,1762.2667576326112,14.740528661253892,0.12978090054057434,0,0
SkyshockTV,154727730,94275,6213,1605,114154,32991,3059244,True,False,Spanish,Elite,0.014059954097096905,0.25832930951231287,0.34994431185361974,1641.238186157518,26.799271160011912,0.14157430958167355,0,0
Evangelion0,154595850,85635,8533,1777,120494,28322,3446723,True,False,Spanish,Elite,0.014747622288246718,0.208250322278214,0.33072925789688795,1805.2881415309162,28.60493468554451,0.11533670921904154,0,0
AnthonyZ,154524165,117735,7416,1216,199617,23303,2812219,True,False,English,Elite,0.006091665539508158,0.16396979503775622,0.19792754915700514,1312.474327939865,14.088073661060932,0.08709611540403699,0,0
mokrivskyi,154332060,27105,29983,5864,308815,304008,8255635,False,False,Russian,Elite,0.018988714926412253,0.1955774939132175,11.215938018815717,5693.8594355285,26.73327072842964,0.12931607444534876,0,0
CaMaK,154277370,87375,9437,1759,151886,7578,3019137,True,True,French,Elite,0.011581054211711414,0.18639398113807354,0.08672961373390559,1765.6923605150214,19.87765165979748,0.10167276207897254,0,0
Uthenera,154125945,77475,9460,2106,411346,99872,4832180,True,False,Turkish,Elite,0.00511977751090323,0.2226215644820296,1.2890868021942563,1989.363601161665,11.747239550159719,0.11955280243749998,0,0
Corobizar,153988380,83325,11200,1787,272635,84933,4345590,True,False,French,Elite,0.006554550956406917,0.15955357142857143,1.0192979297929794,1848.0453645364537,15.939222770370643,0.08639031914092066,0,0
roflgator,153963765,110910,14329,1281,106365,46487,1449834,True,True,English,Elite,0.012043435340572556,0.0893991206643869,0.4191416463799477,1388.186502569651,13.630743195600056,0.051027767480321666,0,0
QuarterJade,153857655,61980,12144,2286,277256,167202,3921702,True,False,English,Elite,0.008245087572496177,0.18824110671936758,2.697676669893514,2482.3758470474345,14.144696598089851,0.10534174919001661,0,0
kutcherlol,153784695,138060,6802,1093,198818,36059,5070320,True,False,German,Elite,0.005497490166886298,0.16068803293149073,0.2611835433869332,1113.8975445458495,25.50231870353791,0.08515200421868267,0,0
DieHahn,152767545,125025,8048,1229,231584,44782,3418935,True,True,German,Elite,0.005306929666989084,0.15270874751491054,0.3581843631273745,1221.8959808038392,14.763260847036065,0.08098443424423835,0,0
chowh1,152754465,143415,8221,980,113551,84231,4175567,True,True,French,Elite,0.008630483218994109,0.11920690913514172,0.5873235017257609,1065.121953770526,36.772613187026096,0.06534030822441596,0,0
cacho01,152494320,54645,18552,2669,269080,250197,2516244,True,False,Spanish,Elite,0.009918983202021704,0.14386589047003018,4.578589074938238,2790.6362887729892,9.35128586294039,0.08587201858262057,0,0
natalan,152469705,60510,9561,2240,529357,462674,2737155,True,True,Spanish,Large,0.004231548841330142,0.23428511661960047,7.646240290861015,2519.7439266236984,5.1707165485674125,0.13607027077817338,0,0
DreamHackDota2_RU,152461155,6135,98717,22356,203419,30231,3637232,True,False,Russian,Elite,0.10990123833073606,0.22646555304557472,4.927628361858191,24851.04400977995,17.88049297263284,0.1825622496129482,0,0
DuendePablo,152343585,133290,10121,1101,514073,118567,4216188,True,False,Spanish,Large,0.0021417191721798266,0.10878371702400949,0.8895416010203316,1142.9483457123565,8.20153557957722,0.05693140741261906,0,0
小夜夜 (albislol),152033250,208485,3740,706,146276,10939,4554443,True,True,Chinese,Elite,0.004826492384259892,0.18877005347593584,0.05246900256613186,729.2287214907548,31.135955317345292,0.09934291513658612,0,0
UCCleague,152021685,131070,14003,1378,226974,46807,9915656,True,False,Russian,Elite,0.006071179958938028,0.09840748411054774,0.3571145189593347,1159.851110093843,43.686307682818295,0.05257797157765302,0,0
貝克 (slrabbit99),151739370,112845,5944,1329,106235,2495,4838617,True,True,Chinese,Elite,0.012510001411964043,0.22358681022880214,0.02210997385794674,1344.6707430546326,45.54635477949828,0.12177785240546603,0,0
Stewie2K,151271895,24735,27416,5296,875087,289867,5771575,True,True,English,Large,0.006051969689870836,0.19317187044061862,11.718900343642611,6115.7022437841115,6.595429940108812,0.12212925023500783,0,1
jorbs,151128345,117795,4084,1243,70609,20603,1410877,True,False,English,Elite,0.017603988160149554,0.30435847208619,0.17490555626299928,1282.97758818286,19.981546261807985,0.16754663089019242,0,0
BlackFIreIce,150698280,139980,3044,1070,108895,6130,4424196,True,False,Polish,Elite,0.00982597915423114,0.35151116951379763,0.04379197028146878,1076.5700814402057,40.6280912805914,0.18826905176793693,0,0
kurt0411,150579045,37710,26941,4083,142446,114789,2221662,True,False,English,Elite,0.02866349353439198,0.15155339445454882,3.0439936356404136,3993.0799522673033,15.596520786824481,0.09714580658206252,0,0
Herdyn,150266550,123060,4254,1180,410224,91098,5639711,True,True,Czech,Elite,0.0028764772417020947,0.2773859896567936,0.7402730375426622,1221.0836177474403,13.747881645149967,0.14649778525093454,0,0
Frankkaster,150181140,30975,49127,4886,826222,356711,5878239,True,True,Spanish,Large,0.005913664850367093,0.09945651067641012,11.516093623890233,4848.4629539951575,7.114599950134467,0.07200092433986598,0,1
SayNoToRage,150150330,137820,8014,1010,168463,17619,1552234,True,False,English,Elite,0.005995381775226608,0.12602944846518593,0.12784066173269482,1089.466913365259,9.214094489591186,0.06680117186111909,0,0
MiltonTPike1,149975130,81960,8838,1845,200012,25768,2185519,True,False,English,Elite,0.009224446533208008,0.20875763747454176,0.31439726695949244,1829.8576134699854,10.926939383636983,0.11268992900679463,0,0
H0llyLP,149766195,130860,4958,1116,151000,11875,3846703,True,True,German,Elite,0.007390728476821192,0.22509076240419523,0.09074583524377197,1144.4765016047684,25.474854304635763,0.12001523097938992,0,0
MarkitoNavaja,149407365,28410,26584,5070,665430,641813,3159593,True,False,Spanish,Large,0.007619133492628827,0.1907162202828769,22.59109468497008,5258.97096092925,4.7481974061884795,0.14010801298002595,0,1
RobertoCein,149162865,114120,15249,1270,730326,422842,2907888,True,True,Spanish,Large,0.0017389494554486626,0.08328414978031347,3.705240098142306,1307.0703207150368,3.9816301213430716,0.04797574993101574,0,1
KVYZEE,149052375,161580,8354,849,127963,74894,6715483,True,False,Russian,Elite,0.0066347303517423,0.1016279626526215,0.46351033543755416,922.4679725213516,52.47988090307354,0.05476164308397149,0,0
MarketTradersTV,148900110,499215,1357,297,30413,12081,981536,True,False,English,Elite,0.009765560779929636,0.21886514369933677,0.02419999399056519,298.2685015474295,32.273567224542134,0.11784166731785138,0,0
Flambass,148717500,130395,5507,1138,71953,26918,2319131,True,True,English,Elite,0.01581587981043181,0.20664608679861993,0.20643429579355035,1140.5153571839412,32.23119258404792,0.1148332826025794,0,0
Aa9skillz,148596180,49035,11843,2885,502696,142789,2373012,True,False,English,Large,0.005739055015357194,0.24360381660052352,2.911981237891302,3030.410523095748,4.720570682877923,0.13376254473089574,0,0
Limmy,148371105,90600,6575,1641,207508,136263,2433739,True,True,English,Elite,0.007908128843225322,0.24958174904942965,1.5040066225165563,1637.6501655629138,11.728410470921602,0.13567694484277695,0,0
SparkofPhoenixTV,148192215,92400,15792,1462,433078,195208,3537808,True,False,German,Elite,0.0033758352998766966,0.09257852077001014,2.1126406926406927,1603.8118506493506,8.16898572543514,0.05105756845405469,0,0
kyliebitkin,147948870,127485,6688,1142,85336,25720,2468122,True,True,English,Elite,0.013382394300178119,0.1707535885167464,0.20174922539906656,1160.5198258618661,28.922400862473047,0.0945135255779108,0,0
CoconutB,147918285,122565,4596,1171,188378,62459,2691775,True,True,English,Elite,0.006216224824554885,0.25478677110530895,0.5095989882919267,1206.8558315995595,14.28922167132043,0.1358646575503875,0,0
FanHOTS,147664290,134550,2104,1090,64587,27948,2451118,True,False,English,Elite,0.016876461207363712,0.5180608365019012,0.20771460423634336,1097.4677814938684,37.95064022171645,0.28058103239070226,0,0
Pelegrino1993,147243720,129210,6236,1074,80566,64799,1772816,True,False,Portuguese,Elite,0.013330685400789416,0.17222578576010264,0.5015014317777262,1139.5690736011145,22.00451803490306,0.0957764218685413,0,0
Killars,146865810,210810,4232,642,46971,15728,1747381,True,False,English,Elite,0.01366800791978029,0.15170132325141777,0.07460746643897348,696.6738295147289,37.20127312597134,0.08434064328757701,0,0
Weak3n,146770110,115470,2922,1260,188176,30028,4780580,True,False,English,Elite,0.006695859195646628,0.43121149897330596,0.260050229496839,1271.0670303975057,25.40483377263838,0.2292767904554733,0,0
Tourva,146412075,116070,5067,1185,287553,182413,7888629,True,True,English,Elite,0.004120979436834253,0.23386619301361752,1.5715774963384164,1261.4118635306281,27.43365223106697,0.1254749580782364,0,0
wintergaming,146245920,195615,7019,719,260779,13900,3609065,True,False,English,Elite,0.0027571238481626206,0.10243624447927055,0.07105794545408071,747.6211946936585,13.839553798427021,0.05249632203482585,0,0
Vicens,146199795,26115,30628,5739,730679,724245,4110592,True,False,Spanish,Large,0.007854338225130325,0.18737756301423533,27.732912119471568,5598.307294658242,5.625715259368341,0.14719123044805404,0,1
PainLivestream,145610160,89775,15002,1635,435872,81619,2283772,True,True,German,Elite,0.0037511012407312238,0.1089854686041861,0.9091506544138123,1621.945530492899,5.239547390059467,0.05791329580022866,0,0
monkeys_forever,145475145,80460,6738,1563,79270,34329,2106144,True,False,English,Elite,0.019717421470922165,0.2319679430097952,0.4266592095451156,1808.0430648769575,26.569244354736973,0.13067948127925108,0,0
Kaydop,145291695,64830,23304,2268,193058,117412,3185925,True,False,French,Elite,0.01174776492038662,0.09732234809474768,1.8110751195434212,2241.118232299861,16.502424141967698,0.05743967597739725,0,0
しゃるる (syaruru3),145193595,103995,3710,1309,33726,9684,3022192,True,False,Japanese,Elite,0.03881278538812785,0.35283018867924526,0.09311986153180442,1396.159382662628,89.61015240467296,0.20421014271077567,0,0
primeleague,144858945,30510,19013,4427,73409,71211,5606593,True,False,German,Elite,0.06030595703524091,0.23284068795034976,2.3340216322517207,4747.916912487709,76.37473606778461,0.15560566337742923,0,0
LRojo_,144763395,111435,11178,1192,100767,82320,3959878,True,False,Spanish,Elite,0.01182926950291266,0.10663803900518877,0.738726611926235,1299.0837259388882,39.29736917840166,0.06060289938740356,0,0
trihex,144608640,121515,21721,1157,431935,29678,5777172,True,True,English,Elite,0.002678643777420214,0.05326642419778095,0.24423322223593796,1190.0476484384644,13.375095789875791,0.0266670560202516,0,0
Spaceboy,144599880,123015,10590,1107,135311,27050,2614773,True,True,English,Elite,0.008181153047424082,0.10453257790368271,0.21989188310368654,1175.4654310449946,19.324171722919793,0.056697370131923254,0,0
Froggen,144496815,46710,10648,3024,770030,31800,3577064,True,False,English,Large,0.00392711972260821,0.28399699474079637,0.680796403339756,3093.4877970456005,4.645356674415282,0.15045301574216932,0,1
BotanicX,144361350,71445,9135,1937,34119,11512,9335252,False,False,Russian,Elite,0.05677188663208183,0.2120415982484948,0.1611309398838267,2020.5941633424313,273.6086051760016,0.13903495114692174,0,0
dinablin,144307800,60870,29316,2413,293748,239896,11129949,True,False,Russian,Elite,0.00821452401378052,0.08231000136444262,3.9411204205684247,2370.7540660423856,37.889446055802935,0.051245732056010664,0,0
RiceGum,144167385,12300,29173,11696,903261,388376,2273737,True,False,English,Large,0.01294863832269964,0.40091865766290746,31.575284552845527,11720.925609756097,2.517253595583115,0.2696533599985276,0,1
ipav999,144114480,191400,2536,737,163956,82668,2920832,True,False,English,Elite,0.004495108443728806,0.290615141955836,0.43191222570532917,752.9492163009404,17.814730781429162,0.1538380181535515,0,0
Lutti,143841150,89220,37121,1153,226344,163441,3727211,True,False,French,Elite,0.00509401618774962,0.031060585652326177,1.8318874691773146,1612.2074646940148,16.467019227370727,0.018846898279433474,0,0
kragiee,143449350,121890,6298,1137,234312,65977,3136101,True,False,English,Elite,0.004852504353170132,0.1805335026992696,0.5412831241283124,1176.8754614816637,13.384295298576257,0.0958174580718773,0,0
Puppers,143414790,98595,6798,1458,171425,64591,1753517,True,False,English,Elite,0.008505177191191484,0.2144748455428067,0.6551143567118008,1454.5848166742735,10.229062272130669,0.11592508932116802,0,0
Crayator,143191365,75165,4911,1796,599828,177501,3865293,True,False,English,Large,0.00299419166827824,0.3657096314396253,2.3614847335861104,1905.027140291359,6.4440022806537876,0.19616385730367225,0,0
MANvsGAME,142696875,65775,5831,2103,510330,2336,2713787,True,True,English,Large,0.004120862971018753,0.3606585491339393,0.03551501330292665,2169.4697833523373,5.317710109145063,0.1901239608696621,0,0
TheRealMarzaa,142547775,93015,12525,1505,495558,258153,2909149,True,False,Italian,Elite,0.003036980535073594,0.12015968063872255,2.7753910659571037,1532.5245928076117,5.870451087461004,0.06663629768657889,0,0
foggedftw2,142444290,111675,8622,1220,242205,109500,3438208,True,True,English,Elite,0.005037055386965587,0.14149849222918118,0.9805238415043653,1275.5253190060444,14.195446006482113,0.07595357929858211,0,0
Linkus7,142322655,121755,7248,1121,96728,41862,1866513,True,False,English,Elite,0.011589198577454305,0.15466335540838852,0.34382160896883085,1168.9265738573365,19.296511868331816,0.08528196906204004,0,0
Arcadum,142213980,134700,13801,992,120586,78642,2169921,True,False,English,Elite,0.008226493954522084,0.07187884935874211,0.5838307349665924,1055.7830734966592,17.99480039142189,0.04001779954076464,0,0
ImMarksman,142168560,77430,11141,1889,633443,152094,1311402,True,False,English,Large,0.0029821152021571,0.16955390000897586,1.96427741185587,1836.0914374273536,2.070276252164757,0.09143159695954507,0,1
LightFuryLF,142094850,111315,15139,1169,51589,32663,4989684,True,False,Thai,Elite,0.02265986935199364,0.07721778188783936,0.29342855859497824,1276.51125185285,96.719920913373,0.04990416285233903,0,0
BarcaGamer,141736230,119565,57917,1234,636568,548578,3012949,True,False,Spanish,Large,0.0019385203151902075,0.02130635219365644,4.588115251118638,1185.4324426044411,4.733114137059984,0.016702975745496826,0,1
EFEUYGAC,141455130,38910,14481,3700,358498,297215,5234400,True,True,Turkish,Elite,0.010320838609978298,0.2555072163524618,7.6385248008224105,3635.444101773323,14.600918275694704,0.15049868601745484,0,0
Xnapycz,141426165,87885,4388,1572,94551,44450,4521040,True,True,Czech,Elite,0.016625947901132723,0.35824977210574294,0.5057745917960972,1609.2184673152415,47.81588772197016,0.19618385907273064,0,0
SilentSentry,141219225,125760,5572,1085,301633,13533,1896110,True,False,English,Elite,0.0035970865256785564,0.19472361809045227,0.10760973282442748,1122.926407442748,6.2861490619395095,0.10195176123021348,0,0
球球 (lilballzlolz),141185625,78015,6328,1724,118276,9831,4212219,True,False,Chinese,Elite,0.014576076296120937,0.2724399494310999,0.12601422803307055,1809.7240915208613,35.61347187933308,0.14894898175063037,0,0
DaigoTheBeasTV,141183435,57525,27261,2225,173271,42313,4166521,True,False,Japanese,Elite,0.012841156338914186,0.08161842925791424,0.7355584528465885,2454.297001303781,24.04626856196363,0.04785491637258524,0,0
UncleBjorn,141021495,134805,4265,975,111003,26514,7886426,True,False,Russian,Elite,0.008783546390638091,0.22860492379835873,0.1966840992544787,1046.114721264048,71.04696269470195,0.12278754739655566,0,0
AnniTheDuck,140975745,53220,7894,2533,460463,263210,7336341,True,True,German,Elite,0.0055009848782638345,0.3208766151507474,4.945697106350996,2648.924182638106,15.932530952541246,0.17808108113762508,0,0
StRoGo,140812395,29385,45087,4621,272944,258332,5978117,True,False,Russian,Elite,0.016930212790902163,0.1024907401246479,8.791288072145653,4791.982133741705,21.90235726009731,0.07474422201720395,0,0
재슥짱 (pikra10),140512860,124170,4659,1068,77376,42516,2973636,True,False,Korean,Elite,0.01380272952853598,0.2292337411461687,0.3424015462672143,1131.6168156559556,38.43098635235732,0.1259931544156561,0,0
貝莉莓 (beryl_lulu),140500785,81990,15901,1739,156726,49522,9765341,True,False,Chinese,Elite,0.01109579776169876,0.10936419093138797,0.6040004878643737,1713.6331869740213,62.30836619322895,0.061436675941981544,0,0
purple_hs,140426535,111810,5460,1149,88792,18850,1512076,True,False,English,Elite,0.01294035498693576,0.21043956043956044,0.16858957159466953,1255.9389589482157,17.029417064600416,0.11527762328763429,0,0
Harmii,140304750,116130,7200,1159,333858,168452,3556031,True,False,German,Elite,0.003471535802646634,0.1609722222222222,1.4505468009988807,1208.1697235856368,10.651327810027018,0.08626298663996047,0,0
Zerkaa,140243025,51000,11192,2571,529504,373720,2530852,True,False,English,Large,0.004855487399528615,0.22971765546819156,7.327843137254902,2749.8632352941177,4.779665498277633,0.13343304864399777,0,0
iklooode25,140170155,21360,42463,7265,418710,354335,1443848,True,False,Arabic,Elite,0.017350911131809605,0.17109012552104186,16.588717228464418,6562.273174157303,3.44832461608273,0.12459365516090722,0,0
聶寶 (nielnieh345),140168070,186015,5455,728,93991,18742,4755073,True,False,Chinese,Elite,0.007745422434062836,0.13345554537121906,0.10075531543155122,753.5310055640674,50.590726771712184,0.07160949970045391,0,0
akagreenn,140084580,51600,21136,2902,117916,114861,3514645,True,True,Turkish,Elite,0.02461073984870586,0.1373012869038607,2.225988372093023,2714.817441860465,29.806345194884493,0.08607744150653311,0,0
Spraggy,139893270,81585,30415,1674,99807,35453,3037728,True,False,English,Elite,0.01677237067540353,0.05503863225382213,0.434552920267206,1714.693509836367,30.436021521536567,0.03530013621223919,0,0
TpaBoMaH,139724325,92445,6813,1531,151266,85717,7804776,True,False,Russian,Elite,0.010121243372601906,0.22471745193013357,0.9272215912163989,1511.4319325004055,51.59636666534449,0.12266544007700976,0,0
Day9tv,139556325,64500,5597,2140,496790,13344,2495558,True,False,English,Elite,0.004307655146037561,0.3823476862604967,0.20688372093023255,2163.663953488372,5.023366009782806,0.20201770982663567,0,0
Sologesang,139273200,123390,5120,1072,58531,26062,4569358,True,False,German,Elite,0.018315080897302286,0.209375,0.2112164681092471,1128.7235594456602,78.067314756283,0.11759583510140627,0,0
karavay46,139258050,33045,48331,4037,354734,301941,8457221,True,False,Russian,Elite,0.011380358240258898,0.08352817032546399,9.137267362687245,4214.194280526554,23.841021723319447,0.06237086054932897,0,0
RaulZitoYT,139249440,131460,6545,839,78971,76729,2725303,True,False,Portuguese,Elite,0.010624153170151068,0.1281894576012223,0.5836680359044576,1059.2533089913281,34.51017462106343,0.07114144431530632,0,0
JonBams,139067415,88830,5577,1522,309837,75728,1940922,True,True,English,Elite,0.0049122603175217935,0.2729065805988883,0.852504784419678,1565.545592705167,6.26433253613997,0.14537678914661206,0,0
Japan_ASMR,138935670,509670,496,271,67707,32649,1272641,True,False,Japanese,Elite,0.0040025403577178134,0.5463709677419355,0.06405909706280534,272.5992701159574,18.796298757883232,0.2886223234123667,0,0
OuterHeaven,137995935,94575,6955,1101,137954,7924,1037346,True,True,English,Elite,0.007980921176624092,0.15830337886412651,0.08378535553793286,1459.1164155432198,7.519506502167389,0.08488444450447497,0,0
Yamikazexz,137528370,74490,12411,1643,201657,161100,5719244,True,False,English,Elite,0.008147497979241981,0.13238256385464509,2.1627064035441,1846.266210229561,28.361247068041276,0.07475194643371898,0,0
aircool,137305080,128055,12620,964,153703,120570,1628826,True,False,English,Elite,0.006271835943345283,0.07638668779714738,0.9415485533559799,1072.2352114325874,10.597229722256559,0.041994310499628935,0,0
Lapi,137258130,171570,8684,789,130323,16992,6792456,True,False,French,Elite,0.006054188439492645,0.09085674804237678,0.09903829340793845,800.0124147578248,52.12016297967358,0.04812553903011349,0,0
robn_live,137249820,133545,73664,656,66223,63975,1502917,True,False,English,Elite,0.009905923923712305,0.008905299739357081,0.47905200494215433,1027.7421094013255,22.6947888195944,0.007313549495353546,0,0
과로사1 (aram4519),136944300,81570,14167,1592,301329,179604,5711063,True,False,Korean,Elite,0.005283261816818163,0.11237382649820005,2.2018389113644723,1678.8561971312984,18.952915252099864,0.06270694243532189,0,0
Ezekiel_III,136597425,109890,18804,1190,190452,8969,4018240,True,True,English,Elite,0.006248293533278726,0.06328440757285683,0.08161798161798162,1243.0378105378106,21.09843950181673,0.03357161951739258,0,0
RebeuDeter,135843000,18510,24675,7141,215360,194128,2560454,True,False,French,Elite,0.0331584323922734,0.28940222897669704,10.487736358725014,7338.897893030794,11.889180906389301,0.18525873341931576,0,0
nookyyy,135590925,149220,7393,683,206681,78987,2481667,True,False,German,Elite,0.0033046095190172294,0.09238468821858514,0.5293325291515882,908.6645556895859,12.00723336929858,0.04822891736583667,0,0
BrookeAB,135540690,48705,24357,2777,737161,247335,6936235,True,False,English,Large,0.003767155343269652,0.11401239889970029,5.078226054819834,2782.8906683092086,9.409389536342808,0.06766767390342844,0,1
innocents,135250410,83790,13654,1557,534759,279080,3488587,True,True,English,Large,0.002911591950766607,0.1140325179434598,3.3307077216851653,1614.1593268886502,6.523662060853581,0.06426352954159015,0,0
RealKraftyy,135181170,108585,19953,1235,710277,21198,4102026,True,False,English,Large,0.0017387582591017307,0.06189545431764647,0.1952203343003177,1244.9341069208454,5.775248248218653,0.030669644916426524,0,1
rhobalas_lol,135169095,174210,5224,779,100599,69851,3011205,True,False,French,Elite,0.007743615741707174,0.14911944869831548,0.4009586131680156,775.8974513518168,29.932752810664123,0.08042729392607882,0,0
veloxey,135057600,88620,8596,1273,252913,180142,1874494,True,False,Italian,Elite,0.005033351389608284,0.14809213587715217,2.0327465583389754,1524.008124576845,7.411615852091431,0.08123602277746476,0,0
ArQuel,134912310,116415,9110,1122,285920,45153,4895500,True,False,Polish,Elite,0.003924174594292109,0.12316136114160263,0.387862388867414,1158.8911222780569,17.121922216004478,0.06463825733864913,0,0
ElOjoNinja,134761230,82020,9339,1484,273504,133594,5226901,True,False,Spanish,Elite,0.005425880425880426,0.15890352286112003,1.6287978541819068,1643.028895391368,19.110875892125893,0.08649028020612669,0,0
Bamboe,134431230,118920,5956,1075,86644,25348,2322578,True,False,English,Elite,0.012407091085360786,0.18049026192075218,0.21315169862092162,1130.4341574167508,26.805987719865197,0.09918773727605573,0,0
Sonecarox,133976280,239655,2445,569,87530,21318,3105118,True,True,Portuguese,Elite,0.006500628355992231,0.232719836400818,0.088952869750266,559.0381172936096,35.474900034273965,0.12359360670182905,0,0
MuTeX,133816530,150015,9448,824,200619,114872,1615269,True,True,English,Elite,0.004107287943813896,0.08721422523285352,0.7657367596573676,892.02099790021,8.051425837034378,0.04630739494395681,0,0
RayNarvaezJr,133649520,82605,6611,1589,528396,29068,2180691,True,True,English,Large,0.0030072142862550056,0.2403569807895931,0.351891531989589,1617.9349918285818,4.1270013399041625,0.1262644861738699,0,0
Tanovich,133079115,89865,10352,1434,296560,219383,3677360,True,True,Spanish,Elite,0.004835446452657135,0.13852395672333848,2.4412507650364437,1480.8781505591721,12.400053951982736,0.07675073661661176,0,0
